source_id;freq3_harmonics_rel_phase_2;p2p_scatter_2praw;freq_signif_ratio_31;beyond1std;freq1_harmonics_rel_phase_0;freq1_harmonics_rel_phase_1;freq1_harmonics_rel_phase_2;max_slope;freq1_harmonics_amplitude_2;freq1_harmonics_amplitude_3;freq1_harmonics_amplitude_0;freq1_harmonics_amplitude_1;qso_log_chi2nuNULL_chi2nu;freq2_harmonics_freq_0;freq3_harmonics_amplitude_1;percent_difference_flux_percentile;qso_log_chi2_qsonu;flux_percentile_ratio_mid20;freq1_harmonics_rel_phase_3;flux_percentile_ratio_mid80;freq3_harmonics_freq_0;skew;median_buffer_range_percentage;freq_amplitude_ratio_21;freq_varrat;median_absolute_deviation;flux_percentile_ratio_mid35;freq2_harmonics_amplitude_1;freq2_harmonics_amplitude_0;freq2_harmonics_rel_phase_0;freq2_harmonics_amplitude_2;freq2_harmonics_rel_phase_3;freq2_harmonics_rel_phase_2;freq2_harmonics_rel_phase_1;freq_frequency_ratio_31;freq3_harmonics_amplitude_2;freq_signif_ratio_21;freq2_harmonics_amplitude_3;freq3_harmonics_amplitude_3;freq1_harmonics_freq_0;flux_percentile_ratio_mid65;freq_y_offset;freq_frequency_ratio_21;linear_trend;std;scatter_res_raw;flux_percentile_ratio_mid50;percent_amplitude;freq3_harmonics_rel_phase_3;freq3_harmonics_rel_phase_0;freq3_harmonics_rel_phase_1;freq3_harmonics_amplitude_0;amplitude;p2p_scatter_pfold_over_mad;p2p_ssqr_diff_over_var;freq_amplitude_ratio_31;stetson_j;stetson_k;classification
21;0.645725293299;0.142106748803;0.4990631059;0.0;0.0;2.25443385931;-1.57886073536;3.0;0.129316693831;0.0693920750889;0.44354054528;0.20093679401;0.060425142758;8.36187464457;0.023207041348;1.37687415956;4.16933763208;0.164248934951;0.89999797337;0.882915372873;9.97521600543;-0.611038638786;0.179775280899;0.14083617666;2.753416396e-05;0.279;0.252744500768;0.00252207519595;0.0624665545908;0.0;0.00155499933802;1.62538570531;0.660697018182;-1.39255295392;4.68627104743;0.00304629767641;0.51389362144;0.000827706613067;0.00116148060724;2.12860415125;0.631658557709;0.133198721118;3.92833709343;-1.16803409257e-05;0.384746612807;0.17195861096;0.410571078747;1.24491550757;-0.212350762966;0.0;2.75290303267;0.0470400470444;0.6605;0.272401433692;1.73943232675;0.106055799284;2.83733565384;0.962922617977;rr-ab
22;3.0941196658;1.09172031046;0.66858391479;0.589743589744;0.0;2.39541146617;-0.659780752105;26.0;0.0835663811473;0.00701812410244;0.504091576925;0.200113380276;1.26659727141;1.0269275198;0.00879442563841;1.6197674787;1.4774524088;0.25846866798;0.791322912687;0.823051443857;8.71615946311;2.13331289963;0.512820512821;0.197870770054;5.00956935497e-05;0.448;0.393879776229;0.00880583366655;0.099744988504;0.0;0.00165620568568;1.33178064186;-1.03434605774;2.56272512581;5.05772543196;0.00319928555454;0.647641301873;0.000189746350586;0.000788986461308;1.72333583157;0.693971795405;0.294324067592;0.595895182466;0.00025487512361;0.793831770392;0.168956140177;0.491578990155;1.55387713578;-1.92320827121;0.0;1.2972109906;0.12680478456;2.304;0.661830357143;1.52212271876;0.251551087867;5.2928407834;0.860152849488;rr-ab
23;-2.93825942065;0.358344261874;0.867568474691;0.0;0.0;2.36637613965;-0.655637945226;8.0;0.0569502315357;0.026651667336;0.246636438235;0.127398872626;0.0153172136142;8.62686749769;0.00800907204654;0.487118244507;3.07805090578;0.263363202728;1.79271912049;0.937845581708;9.21316882265;-0.503887314436;0.222222222222;0.193604462972;6.10238277206e-06;0.157;0.561269603967;0.00591967300886;0.047749915174;0.0;0.000378651947593;-1.73457118321;-2.03345424179;2.54127448045;5.99723369937;0.00154765042537;0.88441390463;2.98304418297e-05;0.000712349930488;1.53623641907;0.759443230421;0.0233958298032;5.61558585033;-1.93464695294e-06;0.187800327377;0.0697844063233;0.644616749215;0.555965631605;-2.98977814746;0.0;-0.542161885606;0.0290432341701;0.332;0.321656050955;1.69637056899;0.117757272112;1.04021038975;1.04076737023;rr-ab
24;-0.669124357217;0.107252107737;0.525420178324;0.0;0.0;2.75374052971;-0.656124279454;4.0;0.0461557084108;0.015291286764;0.247318745852;0.105271815455;-0.123989725246;3.03557409611;0.00256250875592;0.571128259271;3.27119288127;0.254362271013;2.57485481467;0.833208324024;9.60939745132;-0.0316070405163;0.204819277108;0.115661017164;6.25933297705e-06;0.178;0.345570255619;0.0042638527229;0.028605137709;0.0;0.000404162576568;1.06153610756;2.98937598013;-1.44991038116;7.29957828892;0.000985403406819;0.51871350056;2.99045482391e-05;0.000114019867396;1.31643186373;0.715904805998;0.0388739788321;2.30591052963;-1.76102420394e-06;0.202538186375;0.146724486167;0.606127093044;0.433507600728;-1.50930898134;0.0;-0.861987412844;0.0259785085912;0.4005;0.283707865169;2.26319860816;0.105040596505;1.17898589395;1.08918208633;rr-ab
25;-2.66677948555;0.176590031209;0.50483058062;0.0;0.0;2.20908831946;-1.44395402388;3.0;0.0272606980509;0.0130752855968;0.302139201299;0.112836194849;-0.304364724372;6.20328563853;0.00212294826347;0.801631195156;3.59622858788;0.1438610732;2.03898571784;0.893817176783;3.6272567019;-0.620617452309;0.397959183673;0.16514596622;2.02407627164e-05;0.1325;0.260240633973;0.00763501945768;0.0498970703314;0.0;0.00101212805114;1.25045918839;-2.94924670193;-0.862875174752;1.67690925262;0.00102350102119;0.534783982524;0.000378374289094;6.89566887194e-05;2.16306081932;0.635704851477;0.00735531286064;2.86782765567;-5.55345644983e-06;0.237257276175;0.32583262509;0.327043037955;0.719491368133;1.08987090573;0.0;2.19595655092;0.0415798820574;0.5035;0.633962264151;2.12425891617;0.137618296066;1.23809095922;0.95816968067;rr-ab
26;1.28894999725;0.585173629112;0.869693320566;0.0;0.0;2.1304592142;-1.4568573179;22.0;0.0518666441897;0.0030888532031;0.428372900717;0.12321145037;0.240425262762;1.04337746319;0.00116910129319;1.14277128115;3.85574919929;0.206915117396;0.960484815277;0.824682695826;0.916340520226;-0.703477929931;0.307692307692;0.125808742749;6.49558570978e-06;0.132;0.371899263031;0.026066596036;0.0538930560668;0.0;0.00484944603889;-0.543639581891;1.76501947762;2.27492184291;0.457393463504;0.000515790436843;0.849140249626;0.00103054370448;0.000119551350723;2.00339662313;0.684462876178;-0.0161805735719;0.520804243724;3.53130285093e-05;0.325553968022;0.0904867063432;0.518113805396;1.24181618361;3.09940319558;0.0;1.29657966102;0.0254126145125;0.5075;0.522727272727;1.34894031402;0.0593235810902;2.17440654467;0.910579545818;rr-ab
27;0.925926147815;0.186357151018;0.659752582126;0.0;0.0;2.02235972814;-1.45658548404;5.0;0.111386964413;0.0604583966603;0.384114865673;0.169430884742;0.263719078157;3.88194541288;0.00263852716951;1.29508694504;3.66668490934;0.222519905886;1.04584588935;0.882381035476;6.77652097112;-0.611715729861;0.268292682927;0.135293858222;8.12972166711e-06;0.191;0.342548062614;0.0126831628832;0.0519683821774;0.0;0.000810054498124;-2.26618450143;2.62340512197;-1.08372952499;3.57169429533;0.000566212065531;0.703934317681;0.00104426549086;0.000298346438853;1.89728470882;0.56020641663;0.0964641561412;2.04605318054;-3.57334264529e-05;0.350514392121;0.0981960761273;0.517204735757;1.1938149919;0.672338731832;0.0;-0.774164794276;0.0305115387545;0.552;0.342931937173;1.74720562063;0.0794333713201;2.50331913941;0.933782506431;rr-ab
28;-0.977400862587;0.274848238502;0.803738582629;0.0;0.0;2.50929194476;-1.28682157981;3.0;0.0720189607733;0.0132789396421;0.512199645608;0.191743518213;-0.124847013196;1.57656643535;0.0349787945399;1.49307789574;4.1216276961;0.131949943979;1.2670746029;0.830400075275;8.43471354379;-0.653898187406;0.236842105263;0.363863007244;0.000111374736181;0.304;0.264837818251;0.0411323047011;0.18637050336;0.0;0.022529536266;0.89648852272;-3.02875167609;-1.81621580103;4.06364884448;0.00666500722449;0.834890121461;0.00258555814002;0.00432108883567;2.07565020173;0.508691341313;0.106269777163;0.75955304706;0.000155614626101;0.416546336457;0.221126501022;0.379225872359;1.74915989655;-2.17554155281;0.0;-2.77450416316;0.129438445303;0.834;0.480263157895;2.28568103095;0.252710923198;3.06827182687;0.995281799002;rr-ab
29;-2.79883463265;0.310557397403;0.724252597768;0.0;0.0;2.45665294364;-1.23615774321;31.0;0.0930655325099;0.0426121421135;0.420147149575;0.127521364857;0.0375238446295;2.9757350335;0.011529698561;1.21053604488;2.8705369075;0.255695755321;1.82410502012;0.82270854745;1.40006538447;-0.22518874355;0.277777777778;0.241609989324;2.5202159145e-05;0.2855;0.305695587655;0.0113295759878;0.101511748323;0.0;0.00167958865529;0.0273565562183;-1.82659955542;-2.26008096409;0.808369943255;0.00232499857656;0.776989218994;0.000482164116559;0.000192198286838;1.73196120928;0.671169671872;0.170608954583;1.71813030081;9.63353944891e-05;0.377415038268;0.142335526047;0.465895713668;1.22228625433;1.77021407223;0.0;1.28882652271;0.0563548784705;0.7035;0.574430823117;1.90888794367;0.134131288353;2.83260046356;1.03372157367;rr-ab
30;2.85962866426;0.183591233178;0.55583555494;0.0;0.0;2.66468734988;-0.937238466313;3.0;0.0875921975754;0.0400095575644;0.353145099793;0.129667763866;-0.0687480831153;2.00276184521;0.0065301267614;0.788608031414;3.04078814525;0.23811581053;1.55256899556;0.79906332591;1.93894369641;-0.750432913169;0.308510638298;0.56336034142;2.43261778875e-05;0.1785;0.341528114957;0.0172666138309;0.19894794399;0.0;0.0103455139636;0.462256700817;-0.365660397329;2.21902822313;0.962930877257;0.00249194178857;0.644361616671;0.000778293727872;0.000747907912747;2.01358554618;0.594353928744;0.0324391501828;0.994624662963;4.17425662874e-07;0.266247670584;0.260159629465;0.428537953687;1.39001155148;0.733872695146;0.0;1.14662074005;0.0429280929245;0.673;0.47619047619;1.58323431228;0.121559361718;1.67890254875;1.00774803769;rr-ab
