measurements_id; time; flux; error; source_id
1; 832.81291; 19.46; 0.042; 1
2; 833.72157; 19.275; 0.042; 1
3; 834.75069; 19.187; 0.033; 1
4; 836.68804; 19.216; 0.023; 1
5; 837.71768; 19.183; 0.029; 1
6; 841.78087; 19.592; 0.049; 1
7; 842.72459; 19.297; 0.035; 1
8; 843.70606; 19.41; 0.032; 1
9; 844.7004; 19.589; 0.048; 1
10; 845.7878; 19.268; 0.027; 1
11; 846.74357; 19.222; 0.029; 1
12; 850.74323; 19.494; 0.036; 1
13; 857.64652; 18.903; 0.042; 1
14; 858.7191; 19.582; 0.069; 1
15; 859.65343; 19.387; 0.054; 1
16; 860.70521; 19.231; 0.063; 1
17; 866.5894; 19.36; 0.038; 1
18; 874.57489; 19.207; 0.03; 1
19; 875.62744; 19.22; 0.046; 1
20; 876.56076; 19.461; 0.039; 1
21; 877.51595; 19.061; 0.039; 1
22; 878.61118; 19.407; 0.07; 1
23; 879.59239; 19.437; 0.044; 1
24; 880.58556; 19.148; 0.043; 1
25; 881.52432; 19.469; 0.065; 1
26; 887.52598; 19.612; 0.092; 1
27; 890.51263; 19.462; 0.035; 1
28; 891.52561; 19.514; 0.049; 1
29; 892.61028; 19.194; 0.033; 1
30; 893.6673; 19.266; 0.04; 1
31; 895.63865; 19.138; 0.033; 1
32; 896.64434; 19.475; 0.032; 1
33; 900.61556; 19.402; 0.034; 1
34; 922.53427; 19.387; 0.038; 1
35; 1108.8504; 19.493; 0.039; 1
36; 1131.78182; 19.534; 0.039; 1
37; 1133.8421; 18.929; 0.025; 1
38; 1143.82663; 19.475; 0.036; 1
39; 1153.73607; 19.101; 0.042; 1
40; 1156.76756; 19.216; 0.041; 1
41; 1169.84115; 19.459; 0.042; 1
42; 1193.66966; 19.431; 0.035; 1
43; 1194.78914; 19.453; 0.045; 1
44; 1205.77908; 19.4; 0.03; 1
45; 1207.75465; 19.339; 0.058; 1
46; 1212.71568; 19.115; 0.041; 1
47; 1215.72054; 19.091; 0.041; 1
48; 1220.71903; 19.428; 0.033; 1
49; 1232.69215; 19.309; 0.027; 1
50; 1239.65708; 19.266; 0.05; 1
51; 1258.52025; 19.212; 0.023; 1
52; 1261.54922; 19.359; 0.04; 1
53; 1264.54875; 19.238; 0.045; 1
54; 1266.57212; 19.561; 0.074; 1
55; 1268.54893; 19.155; 0.052; 1
56; 1272.55062; 19.425; 0.054; 1
57; 1275.57369; 19.523; 0.039; 1
58; 1277.56262; 19.347; 0.031; 1
59; 1477.7617; 19.502; 0.076; 1
60; 1489.81564; 19.456; 0.025; 1
61; 1495.7704; 19.447; 0.031; 1
62; 1521.77811; 19.503; 0.033; 1
63; 1522.79656; 19.424; 0.031; 1
64; 1545.80796; 19.486; 0.031; 1
65; 1551.77748; 19.41; 0.033; 1
66; 1568.73406; 19.505; 0.054; 1
67; 1576.72123; 19.054; 0.024; 1
68; 1586.67567; 19.495; 0.033; 1
69; 1593.66514; 19.221; 0.055; 1
70; 1596.63084; 19.069; 0.042; 1
71; 1615.6148; 19.476; 0.039; 1
72; 1621.61501; 19.632; 0.101; 1
73; 1624.63488; 19.386; 0.069; 1
74; 1631.61694; 19.25; 0.029; 1
75; 1655.5834; 18.967; 0.055; 1
76; 1658.57444; 18.982; 0.033; 1
77; 1661.50657; 19.249; 0.033; 1
78; 1662.56543; 19.533; 0.039; 1
79; 1663.54484; 19.232; 0.032; 1
80; 2990.68858; 19.493; 0.025; 1
81; 3008.8275; 19.377; 0.026; 1
82; 3326.75913; 19.224; 0.023; 1
83; 3336.76484; 19.612; 0.058; 1
84; 3351.73255; 19.495; 0.032; 1
85; 3356.69631; 19.118; 0.019; 1
86; 3361.66887; 19.239; 0.03; 1
87; 3370.73531; 19.234; 0.034; 1
88; 3376.71563; 19.297; 0.026; 1
89; 3385.73738; 19.212; 0.021; 1
90; 3391.63277; 18.911; 0.026; 1
91; 3406.6581; 18.968; 0.018; 1
92; 3714.78914; 18.886; 0.018; 1
93; 3721.83978; 19.666; 0.065; 1
94; 3728.68275; 19.174; 0.024; 1
95; 3737.73703; 19.188; 0.019; 1
96; 3746.66425; 19.233; 0.034; 1
97; 3754.59202; 19.204; 0.024; 1
98; 3763.63032; 19.234; 0.018; 1
99; 3773.68287; 19.513; 0.052; 1
100; 4058.75002; 19.551; 0.023; 1
101; 4070.74519; 19.465; 0.045; 1
102; 4077.78019; 19.218; 0.043; 1
103; 4098.70492; 18.958; 0.023; 1
104; 4105.7568; 19.528; 0.059; 1
105; 4112.75965; 19.372; 0.025; 1
106; 4132.70369; 19.419; 0.061; 1
107; 4371.88802; 19.015; 0.041; 1
108; 4380.86514; 19.29; 0.026; 1
109; 4394.75801; 19.178; 0.029; 1
110; 4408.75955; 19.274; 0.03; 1
111; 4421.83889; 19.006; 0.021; 1
112; 4434.86215; 19.492; 0.08; 1
113; 4452.72398; 19.442; 0.027; 1
114; 4459.70889; 19.216; 0.051; 1
115; 4467.73305; 19.345; 0.031; 1
116; 4477.80997; 19.041; 0.023; 1
117; 4482.74971; 19.383; 0.024; 1
118; 4486.78646; 19.189; 0.051; 1
119; 4511.61237; 19.284; 0.033; 1
120; 479.72025; 18.787; 0.021; 2
121; 485.6468; 19.271; 0.028; 2
122; 527.65695; 19.088; 0.046; 2
123; 714.88855; 19.052; 0.027; 2
124; 748.80385; 19.474; 0.042; 2
125; 755.85634; 19.244; 0.03; 2
126; 799.77344; 19.452; 0.055; 2
127; 821.78056; 19.28; 0.035; 2
128; 824.81013; 19.514; 0.057; 2
129; 825.79449; 19.077; 0.05; 2
130; 836.75854; 19.142; 0.028; 2
131; 843.76389; 18.725; 0.022; 2
132; 844.7337; 19.267; 0.035; 2
133; 857.59968; 19.212; 0.056; 2
134; 859.68543; 19.04; 0.044; 2
135; 881.62208; 19.607; 0.073; 2
136; 890.57605; 19.252; 0.041; 2
137; 894.5381; 19.571; 0.049; 2
138; 921.59171; 19.544; 0.053; 2
139; 1129.77631; 18.861; 0.025; 2
140; 1158.84466; 19.47; 0.056; 2
141; 1205.7254; 18.781; 0.024; 2
142; 1225.65284; 19.595; 0.033; 2
143; 1235.60533; 19.519; 0.05; 2
144; 1245.64417; 19.592; 0.062; 2
145; 1259.54564; 18.985; 0.032; 2
146; 1496.80159; 19.036; 0.027; 2
147; 1499.81817; 19.296; 0.036; 2
148; 1515.73102; 19.443; 0.035; 2
149; 1523.82985; 19.542; 0.042; 2
150; 1545.74101; 19.352; 0.039; 2
151; 1550.72495; 19.319; 0.035; 2
152; 1567.66535; 18.796; 0.031; 2
153; 1584.67622; 19.608; 0.036; 2
154; 1620.63318; 19.163; 0.108; 2
155; 1623.57091; 18.771; 0.048; 2
156; 1629.57404; 19.279; 0.035; 2
157; 2993.66283; 19.607; 0.037; 2
158; 3025.70751; 19.331; 0.025; 2
159; 3326.72129; 19.304; 0.024; 2
160; 3336.72716; 19.273; 0.044; 2
161; 3341.83186; 19.439; 0.046; 2
162; 3351.69514; 19.135; 0.024; 2
163; 3356.65748; 19.05; 0.023; 2
164; 3361.63071; 18.983; 0.026; 2
165; 3369.82099; 19.477; 0.049; 2
166; 3375.75059; 19.572; 0.04; 2
167; 3382.66238; 19.478; 0.029; 2
168; 3390.66307; 19.395; 0.041; 2
169; 3714.75114; 19.694; 0.033; 2
170; 3721.77706; 19.536; 0.05; 2
171; 3730.70533; 18.91; 0.018; 2
172; 3739.73985; 19.473; 0.024; 2
173; 3747.64854; 19.577; 0.059; 2
174; 3754.61806; 19.412; 0.035; 2
175; 3763.59142; 18.903; 0.018; 2
176; 3773.64558; 18.756; 0.02; 2
177; 4058.71319; 19.588; 0.028; 2
178; 4072.75209; 19.188; 0.041; 2
179; 4078.7845; 19.482; 0.054; 2
180; 4098.64104; 19.376; 0.034; 2
181; 4105.71883; 19.224; 0.047; 2
182; 4112.72249; 18.908; 0.018; 2
183; 4372.84931; 18.779; 0.024; 2
184; 4394.78264; 19.531; 0.036; 2
185; 4407.7602; 19.531; 0.044; 2
186; 4420.78303; 19.113; 0.024; 2
187; 4427.81958; 19.532; 0.049; 2
188; 4441.68473; 18.89; 0.019; 2
189; 4464.73632; 19.195; 0.029; 2
190; 4472.61935; 19.186; 0.02; 2
191; 4481.7099; 19.067; 0.02; 2
192; 4485.75699; 19.419; 0.07; 2
193; 4511.5752; 19.441; 0.041; 2
194; 2995.68935; 18.76; 0.018; 3
195; 3009.81968; 19.43; 0.041; 3
196; 3326.80986; 19.334; 0.027; 3
197; 3336.85587; 19.128; 0.044; 3
198; 3352.78062; 18.883; 0.022; 3
199; 3355.75727; 19.195; 0.024; 3
200; 3359.76531; 19.081; 0.023; 3
201; 3363.79964; 19.225; 0.037; 3
202; 3370.7564; 19.451; 0.043; 3
203; 3376.76819; 18.655; 0.02; 3
204; 3383.79621; 19.208; 0.021; 3
205; 3390.70142; 19.213; 0.039; 3
206; 3398.73643; 19.546; 0.06; 3
207; 3715.68822; 19.207; 0.045; 3
208; 3720.70079; 18.922; 0.035; 3
209; 3727.83435; 19.428; 0.031; 3
210; 3738.67637; 19.482; 0.03; 3
211; 3747.67893; 19.06; 0.039; 3
212; 3756.63315; 18.778; 0.016; 3
213; 3766.66721; 19.316; 0.025; 3
214; 3774.59324; 19.151; 0.039; 3
215; 3783.62339; 18.974; 0.028; 3
216; 4064.75159; 19.324; 0.024; 3
217; 4072.81019; 19.396; 0.048; 3
218; 4078.67978; 19.351; 0.041; 3
219; 4103.6766; 19.31; 0.053; 3
220; 4113.76707; 19.004; 0.025; 3
221; 4127.68757; 19.282; 0.032; 3
222; 4373.79332; 19.415; 0.045; 3
223; 4396.74383; 19.304; 0.049; 3
224; 4409.80212; 19.367; 0.03; 3
225; 4423.7567; 19.033; 0.025; 3
226; 4434.77759; 19.052; 0.027; 3
227; 4443.81355; 18.83; 0.024; 3
228; 4454.72682; 18.943; 0.031; 3
229; 4462.73269; 18.846; 0.024; 3
230; 4472.66607; 19.183; 0.022; 3
231; 4482.82677; 18.975; 0.023; 3
232; 4488.76113; 19.263; 0.079; 3
233; 4511.66636; 19.403; 0.034; 3
234; 3003.8507; 18.61; 0.043; 4
235; 3330.8049; 18.333; 0.039; 4
236; 3339.73304; 18.543; 0.036; 4
237; 3356.8135; 18.583; 0.04; 4
238; 3362.85241; 18.273; 0.026; 4
239; 3372.84984; 17.975; 0.02; 4
240; 3376.8517; 18.476; 0.037; 4
241; 3383.69209; 18.324; 0.022; 4
242; 3390.78274; 18.201; 0.025; 4
243; 3397.82455; 18.15; 0.028; 4
244; 3720.72212; 18.733; 0.047; 4
245; 3730.83839; 18.212; 0.028; 4
246; 3745.67786; 18.612; 0.035; 4
247; 3753.64692; 18.514; 0.052; 4
248; 3760.70328; 18.594; 0.029; 4
249; 3764.79547; 18.261; 0.027; 4
250; 3779.7286; 18.422; 0.048; 4
251; 4069.7843; 18.768; 0.039; 4
252; 4077.71582; 18.469; 0.039; 4
253; 4100.63832; 18.901; 0.051; 4
254; 4112.85868; 18.131; 0.026; 4
255; 4113.84955; 18.7; 0.04; 4
256; 4124.82679; 18.293; 0.026; 4
257; 4399.84356; 18.229; 0.031; 4
258; 4416.71989; 18.11; 0.026; 4
259; 4425.78652; 18.782; 0.059; 4
260; 4438.73346; 18.361; 0.032; 4
261; 4457.84929; 18.288; 0.034; 4
262; 4465.81785; 18.583; 0.043; 4
263; 4472.7802; 18.543; 0.03; 4
264; 4480.84559; 18.325; 0.025; 4
265; 2995.65251; 19.506; 0.025; 5
266; 3326.67926; 19.487; 0.025; 5
267; 3331.78539; 19.506; 0.039; 5
268; 3341.79055; 19.198; 0.029; 5
269; 3352.6802; 19.546; 0.026; 5
270; 3357.68225; 19.559; 0.027; 5
271; 3369.77937; 19.226; 0.036; 5
272; 3376.67012; 19.369; 0.025; 5
273; 3383.74645; 19.505; 0.022; 5
274; 3389.71704; 19.43; 0.03; 5
275; 3397.70792; 19.368; 0.045; 5
276; 3409.64145; 19.497; 0.024; 5
277; 3713.73067; 19.101; 0.022; 5
278; 3721.73289; 18.987; 0.03; 5
279; 3732.63135; 19.517; 0.029; 5
280; 3740.61908; 19.568; 0.026; 5
281; 3749.64222; 19.104; 0.059; 5
282; 3756.68715; 19.518; 0.031; 5
283; 3762.74233; 19.312; 0.022; 5
284; 3772.74211; 19.414; 0.023; 5
285; 4058.67291; 19.589; 0.024; 5
286; 4072.71163; 19.396; 0.044; 5
287; 4078.70507; 18.95; 0.027; 5
288; 4109.68995; 19.073; 0.025; 5
289; 4120.70596; 19.452; 0.022; 5
290; 4393.78549; 19.255; 0.022; 5
291; 4403.8069; 19.544; 0.052; 5
292; 4418.74801; 19.532; 0.025; 5
293; 4426.83958; 19.513; 0.029; 5
294; 4432.80012; 19.321; 0.038; 5
295; 4442.77383; 19.437; 0.026; 5
296; 4454.66549; 19.593; 0.045; 5
297; 4463.69273; 19.342; 0.038; 5
298; 4470.62968; 19.456; 0.025; 5
299; 4480.69136; 19.576; 0.025; 5
300; 4484.77312; 19.287; 0.026; 5
301; 4488.69492; 19.408; 0.068; 5
302; 4511.5348; 19.429; 0.039; 5
303; 3017.65596; 19.89; 0.044; 6
304; 3314.79056; 19.922; 0.052; 6
305; 3331.69814; 19.605; 0.055; 6
306; 3353.72273; 19.451; 0.028; 6
307; 3358.75819; 20.039; 0.035; 6
308; 3366.71751; 19.822; 0.08; 6
309; 3375.6877; 19.886; 0.034; 6
310; 3380.62297; 19.861; 0.041; 6
311; 3386.69457; 19.964; 0.033; 6
312; 3396.74342; 19.751; 0.101; 6
313; 3715.66341; 19.484; 0.05; 6
314; 3721.68252; 19.761; 0.066; 6
315; 3727.66514; 19.945; 0.039; 6
316; 3736.70391; 19.426; 0.026; 6
317; 3745.62551; 19.451; 0.042; 6
318; 3752.63293; 19.05; 0.035; 6
319; 3759.63893; 19.388; 0.028; 6
320; 3765.62056; 20.053; 0.04; 6
321; 3770.66731; 19.988; 0.039; 6
322; 4065.67508; 19.718; 0.029; 6
323; 4073.73448; 19.082; 0.052; 6
324; 4092.70341; 20.218; 0.041; 6
325; 4111.72643; 19.905; 0.047; 6
326; 4126.66497; 19.664; 0.039; 6
327; 4131.57401; 19.915; 0.074; 6
328; 4392.80906; 19.968; 0.038; 6
329; 4402.74169; 19.544; 0.061; 6
330; 4420.75314; 19.943; 0.041; 6
331; 4421.80442; 19.538; 0.029; 6
332; 4431.82029; 19.436; 0.06; 6
333; 4441.73001; 19.961; 0.044; 6
334; 4442.8496; 19.652; 0.043; 6
335; 4456.70375; 19.364; 0.061; 6
336; 4474.76185; 19.85; 0.038; 6
337; 4478.74192; 20.064; 0.049; 6
338; 4484.71328; 19.582; 0.065; 6
339; 467.71184; 19.383; 0.053; 7
340; 471.7132; 19.612; 0.102; 7
341; 478.62881; 19.368; 0.028; 7
342; 479.6586; 19.624; 0.031; 7
343; 480.72232; 19.617; 0.046; 7
344; 481.67425; 19.206; 0.028; 7
345; 484.64889; 19.615; 0.039; 7
346; 485.68074; 19.348; 0.031; 7
347; 490.65427; 19.134; 0.028; 7
348; 498.66795; 19.697; 0.071; 7
349; 501.63291; 19.458; 0.086; 7
350; 515.73183; 19.317; 0.031; 7
351; 527.59532; 19.631; 0.06; 7
352; 537.59058; 19.424; 0.039; 7
353; 538.63708; 19.252; 0.032; 7
354; 539.57738; 19.592; 0.04; 7
355; 541.64591; 19.558; 0.045; 7
356; 551.58433; 19.339; 0.04; 7
357; 552.56921; 19.614; 0.038; 7
358; 553.58687; 19.423; 0.042; 7
359; 559.60082; 19.787; 0.198; 7
360; 797.80428; 19.766; 0.092; 7
361; 821.69673; 19.216; 0.035; 7
362; 835.73468; 19.162; 0.03; 7
363; 845.70123; 19.613; 0.035; 7
364; 859.61281; 19.364; 0.047; 7
365; 881.66921; 19.665; 0.091; 7
366; 890.62293; 19.688; 0.078; 7
367; 894.59267; 19.291; 0.042; 7
368; 1130.75143; 19.646; 0.046; 7
369; 1178.80414; 19.52; 0.057; 7
370; 1182.75599; 19.139; 0.048; 7
371; 1188.79107; 19.534; 0.068; 7
372; 1190.76108; 19.605; 0.058; 7
373; 1193.7144; 19.339; 0.043; 7
374; 1205.67338; 19.735; 0.053; 7
375; 1212.63; 19.632; 0.052; 7
376; 1220.67462; 19.331; 0.033; 7
377; 1229.60077; 19.329; 0.039; 7
378; 1239.56613; 19.525; 0.065; 7
379; 1247.61094; 19.451; 0.037; 7
380; 1291.51674; 19.319; 0.026; 7
381; 1496.74748; 19.507; 0.049; 7
382; 1511.82368; 19.184; 0.032; 7
383; 1515.79753; 19.451; 0.042; 7
384; 1524.7065; 19.292; 0.027; 7
385; 1543.77954; 19.23; 0.034; 7
386; 1550.76938; 19.529; 0.036; 7
387; 1572.75425; 19.319; 0.043; 7
388; 1573.77321; 19.744; 0.048; 7
389; 1587.70169; 19.588; 0.045; 7
390; 1618.63787; 19.548; 0.064; 7
391; 1619.64828; 19.432; 0.063; 7
392; 1622.60788; 19.197; 0.058; 7
393; 1624.60524; 19.331; 0.059; 7
394; 1631.58709; 19.29; 0.034; 7
395; 2994.6971; 19.398; 0.024; 7
396; 3010.74057; 19.286; 0.056; 7
397; 3326.78059; 19.321; 0.023; 7
398; 3336.81664; 19.73; 0.064; 7
399; 3352.7507; 19.59; 0.024; 7
400; 3357.71955; 19.382; 0.023; 7
401; 3362.79684; 19.298; 0.025; 7
402; 3365.78418; 19.61; 0.052; 7
403; 3372.79986; 19.766; 0.042; 7
404; 3381.70755; 19.592; 0.027; 7
405; 3386.80429; 19.589; 0.024; 7
406; 3396.7689; 19.383; 0.068; 7
407; 3717.69846; 19.483; 0.064; 7
408; 3720.78324; 19.465; 0.054; 7
409; 3728.76293; 19.634; 0.036; 7
410; 3732.78809; 19.205; 0.02; 7
411; 3740.65723; 19.472; 0.023; 7
412; 3749.70873; 19.454; 0.064; 7
413; 3756.66214; 19.517; 0.028; 7
414; 3766.63767; 19.237; 0.021; 7
415; 3774.56446; 19.558; 0.047; 7
416; 4059.6955; 19.696; 0.03; 7
417; 4072.78122; 19.278; 0.042; 7
418; 4078.64925; 19.43; 0.031; 7
419; 4098.72636; 19.734; 0.034; 7
420; 4109.81084; 19.171; 0.025; 7
421; 4372.87811; 19.43; 0.039; 7
422; 4382.88563; 19.583; 0.044; 7
423; 4394.83624; 19.356; 0.024; 7
424; 4409.77222; 19.561; 0.029; 7
425; 4422.75828; 19.676; 0.034; 7
426; 4461.68477; 19.485; 0.044; 7
427; 4468.76122; 19.625; 0.032; 7
428; 4476.72692; 19.263; 0.023; 7
429; 4483.8227; 19.388; 0.025; 7
430; 4511.63491; 19.541; 0.036; 7
431; 527.55418; 19.084; 0.037; 8
432; 706.89594; 19.128; 0.043; 8
433; 713.90275; 19.63; 0.067; 8
434; 716.83273; 19.425; 0.047; 8
435; 722.84192; 19.523; 0.04; 8
436; 748.82321; 19.457; 0.041; 8
437; 755.81437; 19.393; 0.034; 8
438; 799.73718; 19.423; 0.055; 8
439; 821.74509; 18.898; 0.033; 8
440; 824.7747; 18.94; 0.037; 8
441; 825.75907; 19.481; 0.078; 8
442; 826.85354; 19.414; 0.094; 8
443; 833.74316; 18.88; 0.026; 8
444; 835.78301; 19.354; 0.041; 8
445; 836.72267; 18.923; 0.025; 8
446; 837.73783; 19.421; 0.035; 8
447; 843.78261; 19.531; 0.046; 8
448; 844.7519; 19.257; 0.042; 8
449; 845.77444; 18.845; 0.025; 8
450; 857.61736; 19.425; 0.066; 8
451; 859.70364; 19.141; 0.047; 8
452; 881.70715; 19.505; 0.076; 8
453; 891.57303; 19.09; 0.029; 8
454; 894.50083; 18.858; 0.029; 8
455; 921.61199; 18.921; 0.036; 8
456; 1107.86717; 19.416; 0.046; 8
457; 1129.73744; 19.038; 0.035; 8
458; 1153.82544; 18.843; 0.048; 8
459; 1225.61746; 19.24; 0.028; 8
460; 1235.66149; 18.863; 0.035; 8
461; 1246.66198; 19.265; 0.029; 8
462; 1253.54213; 19.5; 0.038; 8
463; 1291.55519; 19.176; 0.041; 8
464; 1477.82512; 19.322; 0.051; 8
465; 1496.67133; 19.616; 0.046; 8
466; 1515.7499; 19.407; 0.042; 8
467; 1524.74528; 19.473; 0.044; 8
468; 1545.70502; 19.29; 0.033; 8
469; 1551.75345; 19.323; 0.034; 8
470; 1565.57447; 19.264; 0.069; 8
471; 1579.68578; 19.568; 0.045; 8
472; 1615.59018; 19.391; 0.042; 8
473; 1620.65132; 19.518; 0.096; 8
474; 1623.51081; 19.476; 0.104; 8
475; 1628.5571; 18.906; 0.029; 8
476; 2990.68506; 19.159; 0.019; 8
477; 3008.82397; 18.909; 0.018; 8
478; 3326.75505; 19.457; 0.025; 8
479; 3336.7608; 18.972; 0.032; 8
480; 3351.72849; 18.921; 0.022; 8
481; 3356.69228; 19.19; 0.019; 8
482; 3361.66482; 19.403; 0.032; 8
483; 3370.73126; 19.462; 0.041; 8
484; 3376.71157; 19.405; 0.028; 8
485; 3385.73332; 19.376; 0.024; 8
486; 3391.6287; 19.263; 0.034; 8
487; 3406.65401; 19.235; 0.02; 8
488; 3714.78513; 19.394; 0.022; 8
489; 3721.83576; 19.059; 0.035; 8
490; 3728.67873; 19.414; 0.021; 8
491; 3737.733; 19.397; 0.02; 8
492; 3746.6602; 19.302; 0.03; 8
493; 3754.58798; 19.474; 0.027; 8
494; 3763.62628; 19.46; 0.02; 8
495; 3773.67881; 19.302; 0.04; 8
496; 4058.74603; 18.954; 0.015; 8
497; 4070.74121; 18.865; 0.024; 8
498; 4077.7762; 19.495; 0.048; 8
499; 4098.70096; 19.423; 0.032; 8
500; 4105.75282; 19.034; 0.034; 8
501; 4112.75566; 19.545; 0.028; 8
502; 4132.69966; 18.909; 0.036; 8
503; 4380.86113; 19.404; 0.025; 8
504; 4394.75401; 19.46; 0.034; 8
505; 4408.75555; 19.46; 0.032; 8
506; 4421.83493; 19.446; 0.027; 8
507; 4434.85819; 19.127; 0.036; 8
508; 4452.72002; 19.519; 0.028; 8
509; 4459.70494; 19.363; 0.047; 8
510; 4467.72908; 19.514; 0.032; 8
511; 4477.80597; 19.468; 0.031; 8
512; 4482.74495; 19.416; 0.023; 8
513; 4486.78245; 19.384; 0.048; 8
514; 4511.60836; 19.472; 0.039; 8
515; 467.71424; 19.446; 0.054; 9
516; 471.74477; 19.183; 0.069; 9
517; 478.63408; 19.462; 0.034; 9
518; 479.64357; 19.257; 0.033; 9
519; 479.68631; 19.316; 0.034; 9
520; 480.72758; 18.836; 0.029; 9
521; 481.65917; 19.489; 0.034; 9
522; 484.63383; 19.389; 0.031; 9
523; 485.68601; 19.114; 0.029; 9
524; 490.63922; 19.404; 0.032; 9
525; 493.68588; 19.413; 0.07; 9
526; 498.67323; 19.621; 0.054; 9
527; 501.63824; 19.551; 0.1; 9
528; 515.73708; 19.537; 0.03; 9
529; 527.60059; 19.154; 0.046; 9
530; 538.64236; 19.285; 0.039; 9
531; 539.58262; 19.127; 0.029; 9
532; 541.65118; 19.241; 0.04; 9
533; 551.58959; 19.4; 0.045; 9
534; 552.5745; 19.241; 0.04; 9
535; 553.57178; 18.719; 0.024; 9
536; 559.60604; 19.02; 0.115; 9
537; 797.80992; 19.302; 0.054; 9
538; 821.70235; 19.514; 0.051; 9
539; 835.74034; 19.593; 0.039; 9
540; 845.70685; 18.943; 0.021; 9
541; 857.65447; 19.554; 0.078; 9
542; 859.61843; 18.988; 0.033; 9
543; 881.67478; 19.223; 0.057; 9
544; 894.59825; 19.4; 0.047; 9
545; 1130.75705; 19.458; 0.042; 9
546; 1178.80978; 19.515; 0.094; 9
547; 1182.76161; 19.369; 0.072; 9
548; 1190.76671; 19.305; 0.035; 9
549; 1193.72004; 19.247; 0.034; 9
550; 1205.67902; 19.155; 0.031; 9
551; 1212.63563; 19.39; 0.044; 9
552; 1220.68024; 19.548; 0.033; 9
553; 1229.60639; 19.338; 0.036; 9
554; 1239.57562; 19.61; 0.084; 9
555; 1247.61654; 18.813; 0.022; 9
556; 1291.52232; 19.277; 0.037; 9
557; 1496.75315; 19.153; 0.033; 9
558; 1511.82934; 19.072; 0.036; 9
559; 1515.80315; 19.512; 0.039; 9
560; 1524.71216; 19.285; 0.034; 9
561; 1543.78517; 19.549; 0.036; 9
562; 1550.77502; 19.24; 0.034; 9
563; 1572.76074; 19.419; 0.043; 9
564; 1573.804; 19.141; 0.032; 9
565; 1587.67999; 18.926; 0.028; 9
566; 1618.62244; 18.718; 0.029; 9
567; 1624.58981; 19.786; 0.091; 9
568; 1631.57167; 19.335; 0.035; 9
569; 2994.7006; 19.221; 0.024; 9
570; 3010.74403; 19.634; 0.079; 9
571; 3326.78456; 19.004; 0.018; 9
572; 3336.82062; 19.472; 0.054; 9
573; 3352.75471; 19.618; 0.027; 9
574; 3357.72356; 18.804; 0.028; 9
575; 3362.80083; 19.424; 0.026; 9
576; 3365.78819; 19.279; 0.04; 9
577; 3372.80387; 19.087; 0.026; 9
578; 3381.71155; 19.452; 0.026; 9
579; 3386.80831; 18.965; 0.017; 9
580; 3396.77292; 19.435; 0.085; 9
581; 3717.70241; 19.462; 0.057; 9
582; 3720.78721; 19.006; 0.035; 9
583; 3732.79351; 19.519; 0.023; 9
584; 3740.66121; 19.563; 0.024; 9
585; 3749.71267; 19.527; 0.065; 9
586; 3756.6661; 18.888; 0.018; 9
587; 3766.64165; 19.464; 0.028; 9
588; 3774.56843; 19.371; 0.038; 9
589; 4059.69941; 18.962; 0.019; 9
590; 4072.78513; 19.663; 0.061; 9
591; 4078.65314; 19.26; 0.028; 9
592; 4098.73027; 19.421; 0.027; 9
593; 4109.81476; 19.446; 0.035; 9
594; 4372.88208; 19.194; 0.032; 9
595; 4382.88961; 19.406; 0.051; 9
596; 4394.84019; 18.814; 0.018; 9
597; 4409.77617; 19.519; 0.029; 9
598; 4422.76222; 18.707; 0.017; 9
599; 4461.6887; 19.049; 0.033; 9
600; 4468.76515; 19.565; 0.033; 9
601; 4476.73087; 19.333; 0.024; 9
602; 4483.82661; 19.551; 0.031; 9
603; 4511.63887; 19.393; 0.032; 9
604; 2990.68157; 19.354; 0.022; 10
605; 3008.82048; 19.476; 0.025; 10
606; 3326.75105; 19.437; 0.024; 10
607; 3336.7568; 20.171; 0.1; 10
608; 3351.72448; 20.149; 0.051; 10
609; 3356.68827; 19.548; 0.026; 10
610; 3361.66082; 20.011; 0.057; 10
611; 3370.72724; 19.324; 0.039; 10
612; 3376.70753; 20.351; 0.055; 10
613; 3391.62464; 19.987; 0.067; 10
614; 3406.64994; 20.241; 0.044; 10
615; 3714.78116; 20.139; 0.037; 10
616; 3721.83178; 19.78; 0.068; 10
617; 3728.67477; 20.024; 0.03; 10
618; 3737.72904; 19.951; 0.028; 10
619; 3746.65621; 19.473; 0.038; 10
620; 3754.58396; 20.045; 0.038; 10
621; 3763.62223; 20.221; 0.036; 10
622; 3773.67476; 20.02; 0.074; 10
623; 4058.7421; 19.925; 0.029; 10
624; 4070.73728; 19.383; 0.036; 10
625; 4077.77228; 20.259; 0.1; 10
626; 4098.69701; 19.739; 0.045; 10
627; 4105.74887; 20.19; 0.113; 10
628; 4112.7517; 19.839; 0.04; 10
629; 4132.69565; 20.63; 0.198; 10
630; 4371.87941; 20.181; 0.101; 10
631; 4380.85637; 19.738; 0.03; 10
632; 4394.75001; 20.422; 0.075; 10
633; 4408.75157; 20.237; 0.054; 10
634; 4421.83097; 19.676; 0.032; 10
635; 4430.8433; 20.059; 0.125; 10
636; 4434.85425; 19.82; 0.062; 10
637; 4452.71611; 20.296; 0.049; 10
638; 4459.70101; 19.649; 0.064; 10
639; 4467.72517; 20.286; 0.049; 10
640; 4477.80201; 19.975; 0.046; 10
641; 4482.74098; 19.996; 0.037; 10
